Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x4c83,39362.03,3485.169166666666,0,3,10,4,"Payday Loan, Credit-Builder Loan, Not Specified, and Personal Loan",13,7,10.03,8.0,Good,1283.75,27.260894300581025,27 Years and 8 Months,NM,121.7737020504554,95.91413369118172,High_spent_Medium_value_payments,380.82908092502953,2024-09-01
CUS_0x4c84,18444.26,1268.397171006678,3,5,17,2,"Mortgage Loan, and Personal Loan",24,11,9.5,10.0,Standard,1353.57,33.4681230926318,20 Years and 0 Months,Yes,112.58923471772646,174.06677431791184,Low_spent_Small_value_payments,230.97065329101693,2024-12-01
CUS_0x4c87,40428.66,3553.0550000000007,3,5,6,0,,7,12,6.66,1.0,Standard,72.67,28.39428087077566,30 Years and 11 Months,No,0.0,224.0641023970808,Low_spent_Large_value_payments,401.24139760291933,2023-04-01
CUS_0x4c89,62805.48_,5247.79,6,7,30,5,"Auto Loan, Mortgage Loan, Student Loan, Student Loan, and Debt Consolidation Loan",32,22,0.85,15.0,_,1584.95,26.388586233078147,20 Years and 2 Months,Yes,134.01028824172923,128.46735497437413,High_spent_Medium_value_payments,512.3013567838966,2024-02-01
CUS_0x4c8c,15472.34,994.4958247061816,7,8,19,-100,"Student Loan, and Debt Consolidation Loan",28,18,1.86,14.0,Bad,2672.31,29.16008957197363,11 Years and 6 Months,Yes,136.15580796508104,86.14424658789646,Low_spent_Medium_value_payments,284.6019540741742,2023-02-01
CUS_0x4c8d,110143.65,9117.6375,6,7,3,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",28,15,8.63,0.0,_,1304.45,30.71200866443089,19 Years and 11 Months,No,233.4507699120025,176.8834431300531,High_spent_Medium_value_payments,751.4295369579445,2023-02-01
CUS_0x4c9,72629.94,5948.454595804449,5,5,3,1,Not Specified,14,16,11.83,3.0,_,1496.66,24.86401042426308,26 Years and 5 Months,No,408.7495313128005,112.36780663118765,High_spent_Medium_value_payments,731.8725662515624,2023-04-01
CUS_0x4c90,32414.26,2749.188333333333,7,5,20,2,"Credit-Builder Loan, and Mortgage Loan",14,19,15.28,5.0,Standard,695.61,31.580778265353235,13 Years and 8 Months,Yes,34.318058173366644,129.46028115238636,High_spent_Small_value_payments,371.14049400758034,2023-03-01
CUS_0x4c95,25444.95,2342.4125,8,6,10,2,"Student Loan, and Debt Consolidation Loan",21,19,11.22,12.0,Standard,249.67,27.380640196566787,16 Years and 4 Months,Yes,30.78169485461961,49.97270095119752,High_spent_Large_value_payments,393.4868541941829,2024-10-01
CUS_0x4c96,99868.83_,8332.4025,2,3,2,3,"Auto Loan, Credit-Builder Loan, and Auto Loan",5,11,9.11,1.0,Good,693.76,33.785169052667584,22 Years and 6 Months,No,146.70125255982038,310.91688061626616,High_spent_Medium_value_payments,625.6221168239136,2023-07-01
CUS_0x4c9a,20758.54,2027.878333333333,3,9,20,2,"Auto Loan, and Debt Consolidation Loan",22,12,2.630000000000001,11.0,Standard,2104.27,40.77396503814435,13 Years and 1 Months,Yes,22.557217437788964,43.72556856327319,High_spent_Small_value_payments,396.5050473322712,2024-04-01
CUS_0x4c9b,27947.42,2488.9516666666664,7,5,15,2,"Auto Loan, and Not Specified",27,18,11.04,5.0,Standard,1472.05,28.937908476599407,32 Years and 8 Months,Yes,31.33536159917632,57.56156678181424,High_spent_Medium_value_payments,409.9982382856761,2024-12-01
CUS_0x4c9c,83962.92,7148.91,6,7,26,6,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Personal Loan",62,18,2.97,11.0,Bad,1978.1,25.086816508817268,12 Years and 10 Months,Yes,416.6088071622655,628.3123037504122,Low_spent_Small_value_payments,66.92082863562172,2024-10-01
CUS_0x4c9f,30587.68,2759.973333333333,6,7,15,6,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, Personal Loan, and Mortgage Loan",9,20,13.77,8.0,Standard,1005.5,37.58656770774042,15 Years and 4 Months,Yes,108.11916371343357,151.54571491992647,Low_spent_Medium_value_payments,296.33245469997337,2024-05-01
CUS_0x4caa,53611.71,4733.6425,6,5,8,3,"Mortgage Loan, Student Loan, and Credit-Builder Loan",1,15,20.82,8.0,Standard,1458.84,31.659692258185487,7 Years and 9 Months,Yes,87.35712883849558,75.11073091158946,High_spent_Large_value_payments,550.8963902499148,2024-10-01
CUS_0x4cab,55384.41,4825.3675,6,8,34,8,"Home Equity Loan, Credit-Builder Loan, Not Specified, Auto Loan, Auto Loan, Auto Loan, Auto Loan, and Not Specified",52,25,23.26,8.0,Bad,4151.04,27.71133988797516,10 Years and 0 Months,Yes,205.48804885463412,282.1178837029326,Low_spent_Large_value_payments,264.9308174424333,2023-08-01
CUS_0x4cad,49131.42,3864.285,9,9,25,7,"Mortgage Loan, Personal Loan, Student Loan, Payday Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",29,23,19.9,12.0,Bad,4552.04,25.069810950373544,9 Years and 5 Months,Yes,165.29630829205422,287.6222938277996,Low_spent_Small_value_payments,223.50989788014613,2023-09-01
CUS_0x4cae,77832.74,6234.061666666667,5,4,5,3,"Payday Loan, Not Specified, and Not Specified",23,12_,6.01,3.0,Good,454.41,29.165407607582413,25 Years and 2 Months,No,152.73406149921473,525.066543486524,High_spent_Large_value_payments,579.0398635974955,2025-01-01
CUS_0x4cb3,79748.92,6883.743333333333,5,3,14,1,Payday Loan,17,14,4.2,4.0,Standard,1069.89,34.291285485925954,18 Years and 6 Months,NM,55.83916080661011,554.9267062301519,Low_spent_Small_value_payments,367.6084662965712,2023-03-01
CUS_0x4cb4,34829.92_,3031.4933333333333,4,5,9,1,Mortgage Loan,3,0,2.26,3.0,_,211.51,33.82876887821156,24 Years and 10 Months,No,26.93085411000583,154.5741709039828,Low_spent_Small_value_payments,411.6443083193447,2023-09-01
CUS_0x4cb5,49346.88,3593.22219332051,5,7,15,-100,"Debt Consolidation Loan, Payday Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Student Loan, and Debt Consolidation Loan",16,47,16.99,7.0,Standard,228.04,26.3755173996176,7 Years and 6 Months,Yes,586.2382653145116,46.792888109169205,High_spent_Large_value_payments,375.51065325580896,2024-10-01
CUS_0x4cb8,68299.04,5887.586666666666,3,5,4,2,"Not Specified, and Not Specified",11,2,-0.44,5.0,Good,395.22,22.90610856290056,28 Years and 6 Months,No,81.07807107734321,406.08046452059034,Low_spent_Medium_value_payments,381.60013106873305,2024-05-01
CUS_0x4cc2,7290.88,406.5733333333334,3,4,27,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",12,16,13.53,17.0,Standard,2580.29,25.63694979174471,15 Years and 4 Months,Yes,41.703172239542354,30.956311698114423,Low_spent_Small_value_payments,257.99784939567655,2023-12-01
CUS_0x4cce,31237.94,2431.868652458642,5,5,2,3,"Mortgage Loan, Credit-Builder Loan, and Payday Loan",12,9,7.02,64.0,Good,1179.2,36.757099267414056,26 Years and 9 Months,No,191.5280294174029,188.4680404413417,Low_spent_Small_value_payments,297.61311101594674,2023-10-01
CUS_0x4cd5,21313.765,1590.147083333333,0,3,1626,4,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, and Not Specified",11,6,14.96,1.0,Good,730.84,26.22900085760568,24 Years and 0 Months,No,69.39214699491464,150.24890424772875,Low_spent_Medium_value_payments,219.37365709068996,2023-12-01
CUS_0x4cd8,16230.82,1423.5683333333334,6,4,14,2,"Personal Loan, and Mortgage Loan",11,18,8.81,6.0,Standard,1806.26,33.31806814151159,19 Years and 10 Months,Yes,22.22010375797521,99.30363490447037,Low_spent_Medium_value_payments,300.8330946708878,2023-11-01
CUS_0x4cdd,40854.02,3552.501666666666,2,4,4689,1,Debt Consolidation Loan,-3,0,9.58,2.0,_,462.84,28.390113274890663,27 Years and 3 Months,No,26.26179386472747,144.13886282685374,High_spent_Medium_value_payments,434.8495099750856,2023-01-01
CUS_0x4ce7,36585.12,2765.7741561130683,6,10,28,8,"Student Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, and Home Equity Loan",52,23,4.59,14.0,Bad,1471.01,29.07215289575939,13 Years and 11 Months,Yes,378.1260955095945,191.26321562644713,High_spent_Small_value_payments,166.2725327508906,2023-12-01
CUS_0x4ce8,18138.0,1464.5,9,6,28,5,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Auto Loan, and Student Loan",36,20,15.1,10.0,Bad,3919.09,38.00225989320109,3 Years and 10 Months,Yes,45.99505329106543,90.49889824913807,Low_spent_Medium_value_payments,289.9560484597965,2024-12-01
CUS_0x4ceb,64927.34,5059.777765539809,6,3,8,6,"Payday Loan, Auto Loan, Not Specified, Home Equity Loan, Not Specified, and Credit-Builder Loan",16,7,13.38,7.0,_,503.58,21.484889917396305,18 Years and 10 Months,Yes,667.0654312306501,668.8689160813674,Low_spent_Small_value_payments,186.46150538204918,2023-05-01
CUS_0x4cef,104527.6,8900.633333333333,4,4,13,0,,10,20,7.84,2.0,Standard,1123.01,36.25207002155212,23 Years and 6 Months,NM,0.0,452.1879965841629,Low_spent_Large_value_payments,707.8753367491704,2024-11-01
CUS_0x4cf1,7233.01,666.7508333333334,10,8,30,5,"Payday Loan, Home Equity Loan, Auto Loan, Personal Loan, and Auto Loan",26,20,9.16,12.0,Bad,2179.32,23.284244810945268,8 Years and 11 Months,NM,18.659902460769647,51.37568683790388,Low_spent_Small_value_payments,286.63949403465983,2023-08-01
CUS_0x4cf6,39280.52,3297.376666666666,5,1,9,2,"Home Equity Loan, and Not Specified",0,2,7.15,4.0,_,599.81,36.32891561821421,23 Years and 2 Months,No,38.30417245441874,391.99041716041916,Low_spent_Small_value_payments,189.4430770518288,2023-01-01
CUS_0x4cfd,75650.04,6134.169999999999,10,6,15,-100,"Personal Loan, Personal Loan, Home Equity Loan, Not Specified, Personal Loan, and Not Specified",19,22_,28.83,8.0,Bad,2525.56,38.89760786954332,6 Years and 11 Months,Yes,327.534571066074,115.05510113416712,High_spent_Large_value_payments,410.82732779975885,2023-07-01
CUS_0x4d0,50050.56,4406.88,10,11,22,9,"Home Equity Loan, Personal Loan, Mortgage Loan, Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",38,19,19.62,6.0,Bad,2913.45,34.97507736818961,8 Years and 4 Months,Yes,334.60123766413625,205.9493824472522,!@9#%8,190.1373798886116,2024-08-01
CUS_0x4d01,10455.585,727.2987499999998,10,9,30,3,"Debt Consolidation Loan, Personal Loan, and Payday Loan",32,20,6.52,9.0,_,1827.35,25.11359138114964,8 Years and 10 Months,Yes,20.147813456804982,__10000__,Low_spent_Small_value_payments,292.37338551068365,2023-08-01
CUS_0x4d03,88400.97,7498.7475,3,7,19,5,"Payday Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",17,17,9.13,9.0,Standard,1214.05,33.31526030010433,11 Years and 2 Months,Yes,279.6012643960039,183.7370784228297,High_spent_Medium_value_payments,471.4560069944972,2025-01-01
CUS_0x4d05,147996.72,12395.06,2,4,6,3,"Not Specified, Personal Loan, and Mortgage Loan",5,9,2.19,2.0,Good,248.16,33.34121237423256,23 Years and 10 Months,No,197.1329511565032,250.7940485229556,High_spent_Large_value_payments,1031.5790003205414,2023-01-01
CUS_0x4d09,158757.88,13111.823333333336,3,5,4,4,"Auto Loan, Auto Loan, Mortgage Loan, and Mortgage Loan",12,0,14.23,7.0,Good,1317.48,37.795371067563984,22 Years and 9 Months,No,324.834515847796,524.4066609218875,Low_spent_Large_value_payments,731.9411565636501,2023-12-01
CUS_0x4d0f,14602.16,1222.8466666666666,10,8,33,7,"Payday Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Student Loan",50,21,18.02,8.0,_,4205.7,24.6690873819189,3 Years and 8 Months,Yes,80.65111898262793,96.56917643944195,Low_spent_Medium_value_payments,225.06437124459683,2024-12-01
CUS_0x4d1,123802.52,10498.876666666669,4,3,20,2,"Mortgage Loan, and Payday Loan",20,16,6.82,7.0,Standard,954.71,32.80374282874429,26 Years and 4 Months,No,124.1380722636244,201.69820552169415,!@9#%8,964.0513888813483,2023-08-01
CUS_0x4d12,129762.48,10974.54,0,2,5,0,,8,5,11.97,0.0,Good,1073.62,33.4838422217071,33 Years and 1 Months,No,0.0,547.8420520249629,Low_spent_Medium_value_payments,829.6119479750371,2024-10-01
CUS_0x4d16,18514.92,1660.91,9,5,18,6,"Debt Consolidation Loan, Personal Loan, Payday Loan, Student Loan, Payday Loan, and Personal Loan",29,13,15.3,16.0,Bad,2866.5,39.45018203323799,10 Years and 8 Months,Yes,49.670253670760346,160.51706572871169,Low_spent_Small_value_payments,245.903680600528,2023-03-01
CUS_0x4d19,7448.78,795.7316666666667,3,7,16,-100,"Mortgage Loan, and Debt Consolidation Loan",19,17,12.81,15.0,Standard,1362.72,27.82010055668975,20 Years and 4 Months,Yes,8.593567256269756,24.82808586497281,Low_spent_Medium_value_payments,326.1515135454241,2024-02-01
CUS_0x4d1b,140135.24,11380.936666666665,7,6,14,0,,18,15,19.21,6.0,Standard,929.51,33.08103571286325,32 Years and 3 Months,Yes,0.0,192.99092722753528,High_spent_Large_value_payments,1185.1027394391313,2024-08-01
CUS_0x4d1c,82892.4,6685.7,7,9,29,9,"Student Loan, Payday Loan, Student Loan, Personal Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Mortgage Loan, and Not Specified",20,24,27.96,11.0,_,3885.46,31.038121324945443,12 Years and 7 Months,Yes,432.5257530425988,447.5756310222927,Low_spent_Large_value_payments,58.468615935108566,2024-07-01
CUS_0x4d2,97688.4,7872.7,6,7,13,2_,"Not Specified, and Personal Loan",11,20,1.63,1.0,Standard,1299.16,24.12320590382109,27 Years and 4 Months,No,122.72890352728288,547.8388393980243,High_spent_Small_value_payments,376.70225707469285,2023-10-01
CUS_0x4d25,118845.76,9877.813333333334,0,7,10,0,,0,6,9.38,6.0,Good,101.26,34.95964007669426,31 Years and 8 Months,No,0.0,210.4952793006065,High_spent_Large_value_payments,1017.2860540327267,2023-06-01
CUS_0x4d26,20978.49,1853.2075,6,10,20,3,"Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",29,10,12.32,10.0,Standard,2305.13,38.654773598295606,8 Years and 2 Months,Yes,28.45284753399817,95.11340117012155,Low_spent_Large_value_payments,331.75450129588035,2024-05-01
CUS_0x4d2a,32511.02_,2643.2516666666666,7,1493,7,5_,"Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Payday Loan",24,5,14.67,8.0,_,2523.65,24.35548392199501,15 Years and 6 Months,Yes,117.86841494176484,326.7777178885104,Low_spent_Small_value_payments,109.67903383639143,2024-09-01
CUS_0x4d2e,98887.41,8176.6175,0,5,1,1,Personal Loan,13,2,2.16,5.0,Good,1496.8,36.732685566194455,22 Years and 9 Months,No,67.18817914523072,134.12622403980214,High_spent_Large_value_payments,856.3473468149672,2024-03-01
CUS_0x4d3,16185.63,1355.8025,7,6,30,4,"Personal Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",61,18_,7.66,11.0,Bad,2360.06,23.471569116688453,15 Years and 9 Months,Yes,49.29314268683928,61.57784217184395,Low_spent_Large_value_payments,294.7092651413168,2024-01-01
CUS_0x4d33,80264.88,6635.740000000002,6,5,31,4,"Personal Loan, Auto Loan, Debt Consolidation Loan, and Not Specified",37,24,8.31,13.0,Bad,1522.85,34.09912363084119,6 Years and 11 Months,NM,261.5315027371735,111.24189038826852,High_spent_Medium_value_payments,540.8006068745581,2023-05-01
CUS_0x4d35,29988.93,2753.0775,5,5,3,-100,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Credit-Builder Loan",2,9,3.28,5.0,Good,1253.79,23.128665845083543,22 Years and 9 Months,No,52.585474436871216,253.12914833341372,Low_spent_Small_value_payments,259.59312722971504,2023-02-01
CUS_0x4d3d,78244.68,6483.389999999999,4,6,23,5,"Payday Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",25,20,14.78,1196.0,Standard,1737.51,25.268422706156468,12 Years and 3 Months,Yes,319.05773219616987,214.20555006702043,High_spent_Medium_value_payments,365.0757177368097,2023-05-01
CUS_0x4d4,38899.92,3459.66,3,2,1,4,"Personal Loan, Personal Loan, Credit-Builder Loan, and Not Specified",11,6,1.54,4.0,Good,1460.16,30.60162293840361,25 Years and 9 Months,No,104.04911078579488,132.364303314608,!@9#%8,389.55258589959715,2025-01-01
CUS_0x4d40,19070.62_,1303.2183333333332,7,5,27,8,"Payday Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Auto Loan, Auto Loan, Debt Consolidation Loan, and Not Specified",36,24,2.1,15.0,Bad,2279.0,33.08428979558734,15 Years and 6 Months,Yes,111.47053724651472,100.0503793335214,Low_spent_Small_value_payments,208.8009167532972,2024-01-01
CUS_0x4d41,14293.9,1394.158333333333,10,9,27,5,"Credit-Builder Loan, Personal Loan, Not Specified, Personal Loan, and Mortgage Loan",39,9,7.14,8.0,Standard,2501.04,36.9182876043974,17 Years and 1 Months,Yes,43.26439993263977,182.1545412695269,Low_spent_Small_value_payments,203.99689213116662,2023-01-01
CUS_0x4d43,20787.69,1999.3075,8,1381,14,3,"Home Equity Loan, Credit-Builder Loan, and Home Equity Loan",22,14,8.129999999999999,3.0,_,614.6,35.344187616472155,18 Years and 5 Months,No,42.22199265643221,21.745531229318935,High_spent_Large_value_payments,375.96322611424887,2024-10-01
CUS_0x4d48,137123.88,11198.99,2,1,6,3,"Home Equity Loan, Home Equity Loan, and Auto Loan",14,1263,15.38,1.0,_,1227.49,43.37116120731793,18 Years and 5 Months,No,299.9941206765977,260.8101865710718,High_spent_Small_value_payments,819.0946927523305,2024-09-01
CUS_0x4d4d,33900.04,2776.0033333333336,6,5,12,3,"Personal Loan, Debt Consolidation Loan, and Mortgage Loan",21,20,16.38,5.0,Standard,593.26,28.95474395478263,19 Years and 3 Months,Yes,57.14005950839214,75.07456290793355,High_spent_Medium_value_payments,395.38571091700766,2023-03-01
CUS_0x4d50,145931.88,12017.99,4,3,8,4,"Not Specified, Credit-Builder Loan, Student Loan, and Mortgage Loan",18,10,10.54,1.0,Good,1279.09,27.333997881693737,27 Years and 3 Months,No,314.482093551559,563.3032088907787,Low_spent_Medium_value_payments,604.0136975576621,2024-03-01
CUS_0x4d61,33749.25,2640.4375,5,7,3,2,"Home Equity Loan, and Home Equity Loan",20,13,5.16,3.0,_,753.63,35.930434371437194,25 Years and 3 Months,No,41.832060318555534,20.81343949629324,High_spent_Large_value_payments,441.3982501851512,2023-06-01
CUS_0x4d64,18170.075,1785.1729166666669,3,2,5,3,"Credit-Builder Loan, Student Loan, and Not Specified",3,7,2.16,4.0,Good,836.95,33.432312495074896,20 Years and 0 Months,No,43.728461856715526,27.63830685350158,High_spent_Medium_value_payments,357.1505229564496,2024-01-01
CUS_0x4d66,27292.5,2254.375,5,6,8,4,"Home Equity Loan, Not Specified, Personal Loan, and Home Equity Loan",28,16,18.56,4.0,Standard,1434.18,36.87147068504714,6 Years and 3 Months,Yes,85.04387658822392,178.52586378330938,Low_spent_Small_value_payments,251.86775962846667,2023-04-01
CUS_0x4d68,60725.28,4920.44,3,3,19,1,Personal Loan,15,12,11.74,8.0,Standard,977.18,40.39675002250854,19 Years and 4 Months,Yes,37.94909505414184,296.51018982062266,Low_spent_Large_value_payments,427.5847151252356,2024-03-01
CUS_0x4d6a,35844.66,2743.0550000000007,7,6,17,4,"Payday Loan, Payday Loan, Student Loan, and Student Loan",23,1718,12.07,5.0,Standard,62.16,36.30788140755314,18 Years and 0 Months,Yes,101.1723270853793,130.3823946084735,Low_spent_Large_value_payments,312.75077830614725,2023-06-01
CUS_0x4d6d,86865.84,7479.82,4,7,11,4,"Payday Loan, Home Equity Loan, Auto Loan, and Not Specified",19,7,4.0,4.0,Good,469.39,35.969630426026896,24 Years and 4 Months,No,282.0481916829761,942.3718469297504,Low_spent_Small_value_payments,539.0068403052087,2023-05-01
CUS_0x4d71,96780.03,8267.002499999999,4,5,2,4,"Mortgage Loan, Mortgage Loan, Payday Loan, and Not Specified",28,5,9.96,2.0,Good,580.52,36.87778633507217,30 Years and 0 Months,No,314.2240793675107,210.01843416368274,High_spent_Large_value_payments,542.4577364688064,2023-08-01
CUS_0x4d75,22089.68,1766.8066666666666,7,3,6,2,"Auto Loan, and Debt Consolidation Loan",31,18,3.95,4.0,Standard,346.64,33.749261346056365,24 Years and 10 Months,NM,35.73370990650746,138.91823851754026,Low_spent_Large_value_payments,272.028718242619,2024-07-01
CUS_0x4d77,119875.35,9847.6125,2,2,11,2,"Student Loan, and Payday Loan",7,14,3.78,1.0,Good,1224.18,29.03510739547467,33 Years and 6 Months,No,191.54141265526985,118.89579565317317,High_spent_Large_value_payments,914.324041691557,2025-01-01
CUS_0x4d7a,94312.05,7702.337499999999,5,6,5,1,Payday Loan,13,11,0.53,3.0,Good,118.8,37.56113845566893,32 Years and 11 Months,NM,61.367912091056205,616.8889092656891,Low_spent_Large_value_payments,361.9769286432546,2024-06-01
CUS_0x4d7e,18293.52,1634.46,6,5,16,6,"Not Specified, Not Specified, Payday Loan, Student Loan, Mortgage Loan, and Student Loan",27,17,23.53,14.0,Bad,2945.92,39.18074622445404,9 Years and 9 Months,Yes,46.50896766089725,19.862030853654048,High_spent_Medium_value_payments,347.07500148544875,2023-09-01
CUS_0x4d8b,29508.41,2576.034166666667,7,4,9,1,Payday Loan,18,11,10.75,4.0,Standard,333.86,27.221134629992555,19 Years and 9 Months,No,16.547212199490982,32.35159606871025,High_spent_Large_value_payments,448.70460839846544,2023-08-01
CUS_0x4d90,99617.76,8095.48,0,6,3,0,,8,4,7.41,4.0,Good,851.22,29.1225661271284,15 Years and 10 Months,No,0.0,122.72573610911614,High_spent_Large_value_payments,926.8222638908837,2024-06-01
CUS_0x4d92,56795.28,4303.629377899647,6,7,8,4,"Personal Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",19,8,14.31,10.0,Standard,1344.35,28.17860672640515,22 Years and 11 Months,NM,365.2066651223244,109.31145703107454,High_spent_Medium_value_payments,444.8864999469537,2023-02-01
CUS_0x4d94,31067.03,2297.9191666666666,5,3,5,4,"Not Specified, Not Specified, Not Specified, and Auto Loan",29,12,8.2,5.0,Standard,778.68,23.150117968064198,16 Years and 10 Months,Yes,79.25048946835538,192.8441193484012,Low_spent_Small_value_payments,146.82300345199283,2024-09-01
CUS_0x4d98,87416.52,7037.71,2,7,6,3,"Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",4,2_,6.67,3.0,Good,814.52,36.387928270004615,18 Years and 2 Months,No,151.85679759335918,316.3343750892003,Low_spent_Large_value_payments,505.5798273174406,2024-02-01
CUS_0x4d9c,69753.12,5521.759999999998,6,10,27,2,"Not Specified, and Payday Loan",22,18,7.92,7.0,Bad,2487.17,27.2035276594087,14 Years and 4 Months,Yes,94.17278443642591,275.9519279288805,High_spent_Small_value_payments,442.0512876346936,2024-10-01
CUS_0x4da0,73451.94,6309.995,5,7,9,3,"Payday Loan, Auto Loan, and Auto Loan",28,21,9.13,2.0,Good,965.51,41.60831393033503,23 Years and 8 Months,No,114.24056515783268,231.26549637104213,Low_spent_Large_value_payments,555.4934384711254,2023-05-01
CUS_0x4da1,33797.0,2909.416666666666,2,3,4,2,"Auto Loan, and Personal Loan",5,12,3.61,4.0,_,469.99,35.3456160769288,24 Years and 5 Months,No,39.77565865623979,177.78739587463681,High_spent_Small_value_payments,333.37861213579015,2024-07-01
CUS_0x4da6,20621.72,1849.476666666667,7,8,30,2,"Student Loan, and Mortgage Loan",15,20,7.35,13.0,Standard,2309.82,37.54660641272368,18 Years and 9 Months,Yes,29.602330765502074,33.789336682084944,High_spent_Small_value_payments,381.55599921907964,2024-12-01
CUS_0x4da9,76448.44,6134.703333333334,6,5,17,3,"Auto Loan, Mortgage Loan, and Debt Consolidation Loan",28,8,9.37,6.0,Standard,2063.55,28.602856903638894,11 Years and 8 Months,Yes,141.2967146864392,311.44104224476916,Low_spent_Small_value_payments,348.41746924242705,2024-06-01
CUS_0x4daa,34744.15,2784.3458333333333,3,2,3,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",1,13,-0.5199999999999996,3.0,Good,219.59,35.80002564788429,33 Years and 6 Months,No,52.21889441680582,278.6986243926838,Low_spent_Small_value_payments,237.5170645238437,2024-03-01
CUS_0x4dac,8495.375,439.9479166666666,7,6,19,7,"Student Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Student Loan, and Debt Consolidation Loan",42,20,25.31,10.0,Bad,3842.25,33.18443554969847,5 Years and 8 Months,Yes,35.629207060013044,32.04250372923738,Low_spent_Small_value_payments,266.32308087741626,2024-10-01
CUS_0x4daf,31438.12,2416.843333333333,1,4,9,1,Personal Loan,2,7,18.380000000000006,5.0,Good,81.9,39.85691579561219,33 Years and 4 Months,No,18.945348251000443,88.34585307828013,High_spent_Medium_value_payments,384.3931320040528,2025-01-01
CUS_0x4db5,46417.56,3606.13,6,7,29,5,"Mortgage Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, and Auto Loan",66,17,17.65,13.0,Bad,4419.23,35.03873045353969,13 Years and 6 Months,Yes,150.6176886772737,169.4173989527107,Low_spent_Small_value_payments,330.57791237001567,2023-10-01
CUS_0x4db6,60125.18,5280.431666666666,3,5,4,2,"Not Specified, and Not Specified",0,12,3.95,4.0,Good,677.68,33.75614877244452,30 Years and 10 Months,NM,82.29577727815085,192.81791185794705,High_spent_Medium_value_payments,502.9294775305689,2025-01-01
CUS_0x4db7,15150.72,1336.56,7,5,14,6,"Debt Consolidation Loan, Payday Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, and Debt Consolidation Loan",16,19,7.58,5.0,Standard,1672.2,33.34660193550125,6 Years and 0 Months,Yes,61.45405495327475,78.33852161160941,Low_spent_Small_value_payments,283.8634234351158,2023-02-01
CUS_0x4db9,53587.86,4197.655,6,6,18,3,"Mortgage Loan, Home Equity Loan, and Personal Loan",28,12,16.99,6.0,Standard,636.73,30.792260728914517,15 Years and 5 Months,Yes,124.91514278325424,228.520513745911,High_spent_Small_value_payments,326.3298434708348,2024-10-01
CUS_0x4dba,14688.84,1030.584113147195,4,6,18,1,Credit-Builder Loan,15,15,5.5600000000000005,6.0,Standard,1459.05,31.319798393977905,20 Years and 6 Months,No,121.9257022773253,154.48915187289597,Low_spent_Small_value_payments,241.4780327025836,2024-08-01
CUS_0x4dbd,25138.62,1908.885,8,4,8,3,"Not Specified, Debt Consolidation Loan, and Personal Loan",23,9,6.05,5.0,_,329.82,30.35489205412745,27 Years and 8 Months,No,39.758206107245606,180.26198144326858,Low_spent_Small_value_payments,309.9420738004092,2023-10-01
CUS_0x4dc5,18292.21,1477.3508333333332,8,7,25,7,"Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Student Loan, and Personal Loan",52,19,17.73,8.0,Bad,3489.9,25.63991004562048,6 Years and 10 Months,NM,103.58768147436204,__10000__,Low_spent_Small_value_payments,268.2771180438908,2023-12-01
